发布者ID,发布时间,发布来源,发布内容,收藏数,转发数,评论数,点赞数
河南财经政法大学团委,06月03日09:48,来自Android, #财小团关注#他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！（转自：人民日报）,0,0,0,0
北京大学出版社,06月03日09:47,, 【致敬】《改变世界的一粒种子》对袁隆平院士的一份感恩，一份沉淀更是一份永恒的怀念。#转发抽奖#【摩点传送门】→《改变世界的一粒种子》——袁隆平传记限量版：O《改变世界的一粒种子》——袁隆平传记限量版【转发+关注】@北京大学出版社→抽三人，赠送价值99元的北京大学帆布袋，6.16日开奖@微博抽奖平台，献给所有感恩袁隆平院士的读者。精华版独享权益：作者签名＋限量版护封+异形种子书签＋精品杂交稻种+杂交水稻育种袋+杂交水稻营养土+杂交水稻育苗攻略普通版独享权益：异形种子书签O抽奖详情  ,0,77,32,40
鄂尔多斯日报,06月03日09:47,来自微博weibo.com, 【市委宣传部联合鄂尔多斯生态环境职业学院举行电影思政课】#鄂尔多斯本地资讯权威发布#6月2日，市委宣传部联合鄂尔多斯生态环境职业学院举行以“禾下乘凉梦，我们来接续”为主题的党史学习教育《袁隆平》电影思政课。思政课上，学院农学博士向广大师生重温了“杂交水稻之父”袁隆平院士为我国粮食安全、农业科技创新、世界粮食发展作出的重大贡献以及“袁隆平和鄂尔多斯的情缘”。大家观看了微视频《稻田“守望者”的“两个梦”》和电影《袁隆平》之后，就“袁老到底是如何结缘杂交水稻”“作为农学专业的老师我们应该如何去传承袁老的梦想”等问题发表感言。活动结束后，广大师生纷纷表示，要弘扬传承“种子”精神，学习袁隆平院士的高贵品质和崇高风范，胸怀祖国、服务人民，一茬接着一茬干、一棒接着一棒跑，立足本职、脚踏实地，接续他的“禾下乘凉梦”。据了解，“电影思政课”是由市委宣传部联合驻市高校精心打造的高校思想政治教育的新载体，旨在用红色电影讲好党史学习教育的“大思政课”。“电影思政课”将内容丰厚、主题鲜明、时代感较强的红色影片作为生动教材，观影前后安排背景知识讲解和师生互动交流，把电影美学与思政教育完美对接起来，进行资源整合、优势互补，从“可听”到“可视”，让学生接受更为直观的爱国主义、集体主义、社会主义教育，不断厚植爱党、爱国、爱社会主义的情怀，让红色基因、革命薪火代代传承。（鄂尔多斯日报郭东昕）  ,0,0,0,0
路北公安网络发言人,06月03日09:47,来自微博视频号, 【#袁隆平事迹入选语文教材#】统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，深度讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱，国之仁士为国为民的情怀，刻入学生心田，世世代代相传。L央视国家记忆的微博视频​,0,0,0,0
晋法之声,06月03日09:47,来自微博视频号, 【#袁隆平事迹入选语文教材#】统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，深度讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱，国之仁士为国为民的情怀，刻入学生心田，世世代代相传。（央视国家记忆）L央视国家记忆的微博视频​​​  ,0,3,1,4
蒲江教育,06月03日09:46,来自360安全浏览器, 【纪录片回顾#袁隆平事迹入选高中语文教材#】,0,1,0,0
双流商务,06月03日09:46,来自微博视频号, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频  ,0,0,0,0
涿州市司法局,06月03日09:46,来自360安全浏览器, #袁隆平事迹入选语文教材#,0,0,0,0
鄞州检察,06月03日09:44,来自微博视频号, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频  ,0,0,1,0
湖南微政务,06月03日09:44,来自微博视频号, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频  ,0,0,0,2
济南市天桥区人民检察,06月03日09:44,来自微博视频号, 【#袁隆平事迹入选语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！@央视国家记忆L央视国家记忆的微博视频  ,0,13,2,3
共青团巴南区委,06月03日09:43,来自微博视频号, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！视频源自央视国家记忆的微博视频L央视国家记忆的微博视频  ,0,0,0,1
兰州检察,06月03日09:43,来自微博视频号, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频  ,0,1,0,1
广东检察,06月03日09:43,来自微博视频号, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频  ,0,3,0,2
景泰检察,06月03日09:42,来自微博视频号, 【#袁隆平事迹入选语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！@央视国家记忆L央视国家记忆的微博视频  ,0,0,0,0
湖南鼎城区法院,06月03日09:41,来自360安全浏览器, 【纪录片回顾#袁隆平事迹入选高中语文教材#】,0,2,3,5
鹤北检察,06月03日09:40,来自微博视频号, 【#袁隆平事迹入选语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！@央视国家记忆L央视国家记忆的微博视频  ,0,16,39,36
纳溪法院,06月03日09:39,来自360安全浏览器, 【纪录片回顾#袁隆平事迹入选高中语文教材#】,0,0,0,0
健康新津,06月03日09:38,来自微博视频号, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频  ,0,0,0,0
郧阳区政务服务中心,06月03日09:37,来自HUAWEIMate305G, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！,0,0,0,0
慈溪检察,06月03日09:36,来自iPhone客户端, 【#袁隆平事迹入选语文教材#】统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，深度讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱，国之仁士为国为民的情怀，刻入学生心田，世世代代相传。@央视国家记忆L央视国家记忆的微博视频​​​,0,0,0,1
迎江反邪教,06月03日09:36,来自360安全浏览器, 纪录片回顾#袁隆平事迹入选高中语文教材#,0,1,0,1
郫都区德源镇,06月03日09:35,来自微博视频号, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频  ,0,0,0,0
花山正道,06月03日09:34,来自360安全浏览器, 【纪录片回顾#袁隆平事迹入选高中语文教材#】,0,0,0,0
天水检察,06月03日09:34,来自Android, #天检播报#【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频（来源：人民日报）  ,0,0,0,1
花山检察,06月03日09:34,来自微博视频号, 【#袁隆平事迹入选语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！@央视国家记忆L央视国家记忆的微博视频  ,0,0,0,0
保定检察,06月03日09:33,来自微博视频号, 【#袁隆平事迹入选语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！@央视国家记忆@检察日报L央视国家记忆的微博视频  ,0,14,12,9
蒲江医保,06月03日09:32,来自360安全浏览器, 【纪录片回顾#袁隆平事迹入选高中语文教材#】,0,0,0,0
望谟检察,06月03日09:32,来自微博视频号, 【#袁隆平事迹入选语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！@央视国家记忆L央视国家记忆的微博视频  ,0,0,13,7
田家庵正道,06月03日09:32,来自360安全浏览器, #袁隆平事迹入选高中语文教材#,0,0,0,0
双流综合执法,06月03日09:32,来自微博视频号, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频  ,0,0,0,3
上城检察,06月03日09:31,来自微博视频号, 【#袁隆平事迹入选语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！@央视国家记忆L央视国家记忆的微博视频  ,0,0,3,1
闵行新虹,06月03日09:31,来自搜狗高速浏览器, 【纪录片回顾#袁隆平事迹入选高中语文教材#】,0,1,0,0
余杭检察,06月03日09:31,来自微博视频号, 【#袁隆平事迹入选语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！@央视国家记忆L央视国家记忆的微博视频  ,0,0,0,0
鹤岗绥滨检察,06月03日09:30,来自iPhone客户端, 【#袁隆平事迹入选语文教材#】统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，深度讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱，国之仁士为国为民的情怀，刻入学生心田，世世代代相传。L央视国家记忆的微博视频​​​,0,2,7,12
湖南省文化馆,06月03日09:30,来自微博weibo.com, 6月1日，为了让小朋友们过上一个难忘而有意义的儿童节，湖南省文化馆剧场管理部以庆祝建党100周年为契机，结合党史教育学习主题，开展了“观影学史知影明史”系列活动。在当日下午和晚上连续放映两场电影《袁隆平》。​,0,0,0,0
中国日报网,06月03日09:30,来自微博视频号, 【#袁隆平事迹入选语文教材#】统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，深度讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱，国之仁士为国为民的情怀，刻入学生心田，世世代代相传。L央视国家记忆的微博视频​,0,4,2,34
梅陇镇晶城二居,06月03日09:28,来自HUAWEIMate305G, //@闵行梅陇镇:【纪录片回顾#袁隆平事迹入选高中语文教材#】,0,0,0,0
新津教育,06月03日09:28,来自360安全浏览器, 【纪录片回顾#袁隆平事迹入选高中语文教材#】,0,0,0,0
膏腴天彭,06月03日09:28,来自微博视频号, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频  ,0,0,0,2
蒲江商务物流,06月03日09:27,来自360安全浏览器, 纪录片回顾#袁隆平事迹入选高中语文教材#,0,0,0,0
清风普法,06月03日09:27,来自微博视频号, #小司推送#【#袁隆平事迹入选语文教材#】统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，深度讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱，国之仁士为国为民的情怀，刻入学生心田，世世代代相传。L央视国家记忆的微博视频​​​,0,1,0,1
陇南礼县发布,06月03日09:27,来自微博视频号, #陇南党史学习教育# #长征路上加油站# #续写更多春天的故事#【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频  ,0,0,0,1
平川融媒,06月03日09:27,来自360安全浏览器, 【纪录片回顾#袁隆平事迹入选高中语文教材#】,0,0,0,0
清江廉风,06月03日09:26,来自微博weibo.com, 【纪录片回顾#袁隆平事迹入选高中语文教材#】,0,0,0,0
上城检察,06月03日09:26,来自微博视频号, #暖心分享#【用音乐治愈内心！#音乐教授用4年送留守儿童登上央视#：曾与袁隆平约定合唱】在湖南祁东县的大山深处，有一个留守儿童合唱团。2017年，@湖南科技大学音乐教授王育霖将性格孤僻或有暴力倾向的留守儿童招募到一起，尝试用音乐治愈他们。王育霖说，音乐介入后，孩子的内心慢慢平静下来，课后会通过看书来了解世界。今年春节，留守儿童合唱团的4名团员代表登上央视春晚舞台。3月，合唱团又再次受邀参加央视音乐会，还曾与袁隆平约定一起合唱。#放牛班的夏天#L梨视频的微博视频  ,0,0,2,0
余杭检察,06月03日09:26,来自微博视频号, #暖心分享#【用音乐治愈内心！#音乐教授用4年送留守儿童登上央视#：曾与袁隆平约定合唱】在湖南祁东县的大山深处，有一个留守儿童合唱团。2017年，@湖南科技大学音乐教授王育霖将性格孤僻或有暴力倾向的留守儿童招募到一起，尝试用音乐治愈他们。王育霖说，音乐介入后，孩子的内心慢慢平静下来，课后会通过看书来了解世界。今年春节，留守儿童合唱团的4名团员代表登上央视春晚舞台。3月，合唱团又再次受邀参加央视音乐会，还曾与袁隆平约定一起合唱。#放牛班的夏天#L梨视频的微博视频  ,0,0,0,0
甘南公安,06月03日09:25,来自微博视频号, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频  ,0,0,0,0
健康新津,06月03日09:25,来自微博视频号, 【#一份珍藏70多年的手写病历#，背后写满了故事】2015年，一位73岁的老人在北京大学人民医院就诊时，出示了几张家人的病历复印件，接诊医生发现，这份病例出自我国妇产科泰斗林巧稚之手。病历写于1946年，共5页，中英文书写端正，一目了然。90多年前，林巧稚还曾给一位叫“袁小孩”的男婴写过出生登记材料，后来“袁小孩”有了一个正式的名字叫袁隆平。林巧稚终身未婚，但她的双手却迎接了五万多名婴儿的诞生。致敬L生命时报的微博视频  ,0,0,0,0
上海徐汇发布,06月03日09:24,来自微博视频号, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频  ,0,0,0,2
新荷书院,06月03日09:24,来自新版微博weibo.com, //@微言教育:O今晚20:00，跟教育小微一起收看CCTV-4《国家记忆》，了解“杂交水稻之父”袁隆平科研背后的故事,0,0,0,0
横州检察,06月03日09:23,来自微博视频号, 【#袁隆平事迹入选语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频​​​  ,0,0,1,0
嘉兴检察,06月03日09:23,来自微博视频号, 【#袁隆平事迹入选语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频​,0,0,6,8
常德共青团的微博,06月03日09:21,来自iPhone客户端, #袁隆平事迹入选语文教材#“青年农民是我们未来的希望，希望更多青年投身现代农业发展。”牢记袁爷爷的嘱托！致敬缅怀#闪光的记忆# #常德小青团分享#L青年湖南的微博视频​,0,0,0,4
天下泉城,06月03日09:21,来自微博视频号, 【#袁隆平事迹入选语文教材#】统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，深度讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱，国之仁士为国为民的情怀，刻入学生心田，世世代代相传。L央视国家记忆的微博视频​,0,0,0,0
赣江街道办事处,06月03日09:21,来自微博weibo.com, 他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！@中国文明网@赣州市文明办,0,0,0,0
南丰发布,06月03日09:20,来自微博视频号, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频  ,0,1,0,3
上海静安,06月03日09:20,来自微博视频号, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频  ,0,10,4,3
闵行经济,06月03日09:20,来自搜狗高速浏览器, 【纪录片回顾#袁隆平事迹入选高中语文教材#】,0,0,0,0
成都龙泉教育,06月03日09:19,来自360安全浏览器, 【纪录片回顾#袁隆平事迹入选高中语文教材#】,0,0,0,0
淄川检察,06月03日09:18,来自微博视频号, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频  ,0,0,0,0
洮河林区检察,06月03日09:18,来自微博视频号, 【#袁隆平事迹入选语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！@央视国家记忆L央视国家记忆的微博视频  ,0,0,0,0
精彩渝水,06月03日09:18,来自微博视频号, 【#袁隆平事迹入选语文教材#】统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，深度讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱，国之仁士为国为民的情怀，刻入学生心田，世世代代相传。L央视国家记忆的微博视频​,0,0,0,0
簇桥街道双凤社区,06月03日09:17,来自微博视频号, 【#袁隆平事迹入选语文教材#】统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，深度讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱，国之仁士为国为民的情怀，刻入学生心田，世世代代相传。@央视国家记忆http://t.cn/A6V0oI66​,0,0,0,0
商洛团市委,06月03日09:17,来自微博视频号, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频2商洛  ,0,0,0,0
文明大兴,06月03日09:17,来自新版微博weibo.com, 【纪录片回顾#袁隆平事迹入选高中语文教材#】,0,0,0,0
颛桥家园,06月03日09:17,来自微博weibo.com, 【纪录片回顾#袁隆平事迹入选高中语文教材#】,0,0,0,0
FM1058保定飞扬调频,06月03日09:17,来自微博视频号, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频  ,0,0,0,0
周村检察,06月03日09:17,来自iPhone客户端, 【#袁隆平事迹入选语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！@央视国家记忆【cr.检察日报】L央视国家记忆的微博视频  ,0,0,16,13
武威中院,06月03日09:16,来自微博视频号, 【#袁隆平事迹入选语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！@央视国家记忆L央视国家记忆的微博视频  ,0,0,1,0
公园新城新都街道,06月03日09:15,来自360安全浏览器, 【#袁隆平事迹入选语文教材#】,0,0,0,0
陇南网信,06月03日09:15,来自微博视频号, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频  ,0,4,8,4
南宁日报,06月03日09:15,来自微博视频号, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频  ,0,1,0,1
会泽政法,06月03日09:15,来自360安全浏览器, //@平安曲靖:袁隆平在云南有块宝贝田正冲击世界纪录,0,0,0,0
天府新区统筹城乡和农业农村局,06月03日09:15,来自微博视频号, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！（转自：成都生态环境）@四川农业@成都农业@央视三农@中国三农发布L天府新区统筹城乡和农业农村局的微博视频  ,0,0,0,0
中国文明网,06月03日09:15,来自微博视频号, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频  ,0,473,28,34
机投桥街道,06月03日09:14,来自搜狗高速浏览器, 【#袁隆平事迹入选语文教材#】,0,0,0,0
