发布者ID,发布时间,发布来源,发布内容,收藏数,转发数,评论数,点赞数
大宽199011,01月30日22:31,来自nova5i2400万AI四摄, 我参与了@诚肉肉发起的【#吴亦凡青簪行#李舒白wyfnjj51kris鲵】，我投给了“#吴亦凡最佳创作歌手#”这个选项，你也快来表态吧~,0,0,0,0
徐依然Martina,01月30日22:31,来自iPhone客户端, //@1106K纯手动抡博小分队:#O网页链接#选择音乐不为馈赠，选择国王不是因为懦弱，而是制度，只有服从制度尊重制度才能让自己做到内心所想,0,0,0,0
好好想空啦,01月30日22:31,来自荣耀V305G, #吴亦凡青簪行#李舒白wyfnjj51kris鲵】，我投给了“#吴亦凡最佳创作歌手#”这个，你也快来表态吧~,0,0,0,0
嘻哈小fan,01月30日22:32,来自小米8周年旗舰手机, 50//@1106K纯手动抡博小分队:#O网页链接#时光荏苒已经过去了这么多年，当年的青涩和畏惧如今在你身上也看不见了，你已经走上了正轨，我们也成长了许多,0,0,0,0
嘻哈小fan,01月30日22:32,来自小米8周年旗舰手机, 49//@1106K纯手动抡博小分队:#O网页链接#时光荏苒已经过去了这么多年，当年的青涩和畏惧如今在你身上也看不见了，你已经走上了正轨，我们也成长了许多,0,0,0,0
漂亮物语故事,01月30日22:32,来自微博视频号, 吴亦凡&赵丽颖《想你》(分享自@芒果TV)L吴亦凡&赵丽颖《想你》​,0,0,0,1
嘻哈小fan,01月30日22:32,来自小米8周年旗舰手机, 48//@1106K纯手动抡博小分队:#O网页链接#或是一抹暖阳般的小之举，或是翩翩君子般的相思，或是偶尔打闹玩耍的真性情，他以绝对的迷人容貌正在吸引着我们的视线,0,0,0,0
待漫天飞花,01月30日22:32,来自小米5X拍人更美, #吴亦凡获跨界影响力奖#wyf@Mr_凡先生】，我投给了“吴亦凡李舒白”这个选项，你也快来表态吧~#吴亦凡最佳创作歌手#‖#吴亦凡最佳作词#,0,0,0,0
嘻哈小fan,01月30日22:32,来自小米8周年旗舰手机, 47//@1106K纯手动抡博小分队:#O网页链接#或是一抹暖阳般的小之举，或是翩翩君子般的相思，或是偶尔打闹玩耍的真性情，他以绝对的迷人容貌正在吸引着我们的视线,0,0,0,0
嘻哈小fan,01月30日22:32,来自小米8周年旗舰手机, 45//@1106K纯手动抡博小分队:#O网页链接#他的舞台从来不用我们担心，因为他自己知道他最喜欢的舞台是什么样子的，他最知道他到底需要以什么样的风格出现在我们面前,0,0,0,0
嘻哈小fan,01月30日22:32,来自小米8周年旗舰手机, 46//@1106K纯手动抡博小分队:#O网页链接#或是一抹暖阳般的小之举，或是翩翩君子般的相思，或是偶尔打闹玩耍的真性情，他以绝对的迷人容貌正在吸引着我们的视线,0,0,0,0
嘻哈小fan,01月30日22:32,来自小米8周年旗舰手机, 44//@1106K纯手动抡博小分队:#O网页链接#他的舞台从来不用我们担心，因为他自己知道他最喜欢的舞台是什么样子的，他最知道他到底需要以什么样的风格出现在我们面前,0,0,0,0
Ujoj1,01月30日22:32,来自iPhone, #O网页链接#我正在#芒果守护榜#为吴亦凡投票，吴亦凡已获得2869143票，排名第4名！VX搜索小程序“芒果守护榜”，一起为TA助力，冲击年度超强排面，赢取大屏、应援金、公益等海量应援资源！​,0,0,0,0
嘻哈小fan,01月30日22:32,来自小米8周年旗舰手机, 43//@1106K纯手动抡博小分队:#O网页链接#他的舞台从来不用我们担心，因为他自己知道他最喜欢的舞台是什么样子的，他最知道他到底需要以什么样的风格出现在我们面前,0,0,0,0
嘻哈小fan,01月30日22:32,来自小米8周年旗舰手机, 42//@1106K纯手动抡博小分队:#O网页链接#老话说的好“开心是一天，不开心也是一天”与其昏昏沉沉的度过每一天不如给自己找一个喜欢的事情，让自己沉浸在主角的世界里,0,0,0,0
frail09274,01月30日22:32,来自荣耀9X, 【#吴亦凡获跨界影响力奖#wyf@Mr_凡先生】，我投给了“吴亦凡李舒白”这个，你也快来表态吧~,0,0,0,0
嘻哈小fan,01月30日22:32,来自小米8周年旗舰手机, 41//@1106K纯手动抡博小分队:#O网页链接#老话说的好“开心是一天，不开心也是一天”与其昏昏沉沉的度过每一天不如给自己找一个喜欢的事情，让自己沉浸在主角的世界里,0,0,0,0
嘻哈小fan,01月30日22:32,来自小米8周年旗舰手机, 40//@1106K纯手动抡博小分队:#O网页链接#老话说的好“开心是一天，不开心也是一天”与其昏昏沉沉的度过每一天不如给自己找一个喜欢的事情，让自己沉浸在主角的世界里,0,0,0,0
frail09274,01月30日22:32,来自荣耀9X, 【#央视镜头下的吴亦凡#wyfkrisnjj鲵51】，我投给了“2.@Mr_凡先生”这个，你也快来表态吧~,0,0,0,0
吃一口饭饭fanfanfan,01月30日22:33,来自iPhone客户端, 【#吴亦凡青簪行#李舒白wyfnjj51kris鲵】，我投给了“#吴亦凡最佳创作歌手#”这个，你也快来表态吧~,0,0,0,0
演员吴亦凡今天进组了吗,01月30日22:33,来自小米6X拍人更美, 第11天打卡演员吴亦凡今天进组了吗？没有​​​,0,0,0,0
吃一口饭饭fanfanfan,01月30日22:33,来自iPhone客户端, 【#吴亦凡获跨界影响力奖#wyf@Mr_凡先生】，我投给了“吴亦凡青簪行”这个你也快来表态吧,0,0,0,0
待漫天飞花,01月30日22:33,来自小米5X拍人更美, #吴亦凡获跨界影响力奖#wyf@Mr_凡先生】，我投给了“吴亦凡李舒白”这个选项，你也快来表态吧~#吴亦凡最佳创作歌手#‖#吴亦凡最佳作词#‖#吴亦凡灰色亮钻西装#,0,0,0,0
画圈画圈画圈圈,01月30日22:33,来自OPPOReno, #O网页链接#我正在#芒果守护榜#为吴亦凡投票，吴亦凡已获得2869395票，排名第4名！VX搜索小程序“芒果守护榜”，一起为TA助力，冲击年度超强排面，赢取大屏、应援金、公益等海量应援资源！​,0,0,0,0
在逃圣母w,01月30日22:33,来自nova4e3200W立体美颜, 【#吴亦凡获跨界影响力奖#wyf@Mr_凡先生】，我投给了“吴亦凡李舒白”这个，你也快来表态吧~,0,0,0,0
确是心上人,01月30日22:33,来自饭饭的Android, //@Galaxy_fanfan_吴敌风火抡:#O网页链接#体育跨界你最6//@Mr_凡先生:两招哪里够要学就学透//@小个邓亚萍:@Mr_凡先生帅小伙儿又会赛车又会篮球，什么时候约场乒乓球，我教你两招？,0,0,0,0
kyrjiys_,01月30日22:33,来自HUAWEIP40Pro5G, 【#吴亦凡获跨界影响力奖#wyf@Mr_凡先生】，我给了“吴亦凡李舒白”这个，你也快来表态吧~,0,0,0,0
喜欢爱打篮球的少年,01月30日22:33,来自微博weibo.com, //@画上://@沉淀星://@米咖果冻:吴亦凡就是超棒的音乐人噢//@貧乏吃土少女:棒棒//@今天也是废话:我觉得mv不管动画还是多场景那个也很棒。//@旮旯客C:流行度//@扬_曼:重点划得很棒棒//@柚番:,0,0,0,0
皮卡卡CC,01月30日22:34,来自Android, 5//@1106K纯手动抡博小分队:#O网页链接#赛车凡上线，请吴亦凡把库存都发出来,0,0,0,0
拉拉拉拉拉拉拉2333,01月30日22:34,来自iPhone客户端, 感觉他真的很有体育精神#O网页链接#,0,0,0,0
皮卡卡CC,01月30日22:34,来自Android, 4//@1106K纯手动抡博小分队:#O网页链接#赛车凡上线，请吴亦凡把库存都发出来,0,0,0,0
皮卡卡CC,01月30日22:34,来自Android, 6//@1106K纯手动抡博小分队:#O网页链接#赛车凡上线，请吴亦凡把库存都发出来,0,0,0,0
娱闻播哥,01月30日22:34,来自影视综合·视频社区, 好莱坞电影#影视剪辑#电影：有一个地方只有我们知道，吴亦凡彭泽阳，王丽坤金天，第一次遇见便是命中注定！#影视2021#L影视剧正太的微博视频​,0,0,1,0
银河淌,01月30日22:34,来自小米9SE, //@BABYCHERRY_吴亦凡资源博:#O网页链接#210118生图也超优越@Mr_凡先生,0,0,0,0
不想学习啊啊啊啊啊啊啊,01月30日22:34,来自小米6X拍人更美, 我参与了@拉斯维加斯嘉丽发起的【#吴亦凡获跨界影响力奖#wyf@Mr_凡先生】，我投给了“吴亦凡青簪行”这个选项，你也快来表态吧~,0,0,0,0
KrisWuMyanmar,01月30日22:34,来自三星android智能手机, #O网页链接# #O网页链接#我正在#明星花园#为吴亦凡打榜，吴亦凡现在排行第1名！wx搜索小程序“明星花园”，立即开启属于你的‘花花世界’，与更多小伙伴为爱豆解锁更多应援福利！​,0,0,0,0
银河淌,01月30日22:34,来自小米9SE, //@BABYCHERRY_吴亦凡资源博:#O网页链接#永远得体也可爱的小凡@Mr_凡先生,0,0,0,0
不想学习啊啊啊啊啊啊啊,01月30日22:34,来自小米6X拍人更美, 吴亦凡,0,0,0,0
待漫天飞花,01月30日22:34,来自小米5X拍人更美, #吴亦凡获跨界影响力奖#wyf@Mr_凡先生】，我投给了“吴亦凡李舒白”这个选项，你也快来表态吧~#吴亦凡最佳创作歌手#‖#吴亦凡最佳作词#‖#吴亦凡灰色亮钻西装#,0,0,0,0
蛋卷不要香菜不要鱼,01月30日22:34,来自荣耀8X, 我参与了@Lollipop_吴亦凡安利博发起的【#央视镜头下的吴亦凡#wyfkrisnjj鲵51】，我投给了“2.@Mr_凡先生”这个你也快来表态吧~,0,0,0,0
待漫天飞花,01月30日22:34,来自小米5X拍人更美, #吴亦凡获跨界影响力奖#wyf@Mr_凡先生】，我投给了“吴亦凡李舒白”这个选项，你也快来表态吧~#吴亦凡最佳创作歌手#‖#吴亦凡最佳作词#‖#央视镜头下的吴亦凡#,0,0,0,0
高贵素丝一枚,01月30日22:34,来自Android, #O网页链接# #O网页链接#我正在#芒果守护榜#为吴亦凡投票，吴亦凡已获得2869893票，排名第4名！VX搜索小程序“芒果守护榜”，一起为TA助力，冲击年度超强排面，赢取大屏、应援金、公益等海量应援资源！​,0,0,0,0
芝士多肉葡萄三分糖呀,01月30日22:34,来自Redmi10X全芯超越, 吴亦凡test🙉​,0,0,2,0
羽毛无锡,01月30日22:34,来自小米5X拍人更美, 我参与了@Lollipop_吴亦凡安利博【#央视镜头下的吴亦凡#wyfkrisnjj鲵51】，我投给了“1.@Mr_凡先生”这个选项，你也快来表态吧~,0,0,0,0
you_白月光,01月30日22:34,来自凡宝宝Android, #吴亦凡最佳作词#|#吴亦凡最佳创作歌手#没有人能够把你定义，快乐才是真谛，晚安！@Mr_凡先生,0,0,0,1
皮卡卡CC,01月30日22:35,来自Android, 18//@1106K纯手动抡博小分队:#O网页链接#再度合作必然更加默契，你有故事，我有茶水，我们可以坐下来慢慢体会了,0,0,0,0
皮卡卡CC,01月30日22:35,来自Android, 17//@1106K纯手动抡博小分队:#O网页链接#再度合作必然更加默契，你有故事，我有茶水，我们可以坐下来慢慢体会了,0,0,0,0
皮卡卡CC,01月30日22:35,来自Android, 16//@1106K纯手动抡博小分队:#O网页链接#再度合作必然更加默契，你有故事，我有茶水，我们可以坐下来慢慢体会了,0,0,0,0
皮卡卡CC,01月30日22:35,来自Android, 额14//@1106K纯手动抡博小分队:#O网页链接#大大的眼睛里透露了许多的故事，我愿意倾听，那你愿意讲述么,0,0,0,0
拉拉拉拉拉拉拉2333,01月30日22:35,来自iPhone客户端, 谢谢！#O网页链接#,0,0,0,0
皮卡卡CC,01月30日22:35,来自Android, 13//@1106K纯手动抡博小分队:#O网页链接#大大的眼睛里透露了许多的故事，我愿意倾听，那你愿意讲述么,0,0,0,0
皮卡卡CC,01月30日22:35,来自Android, 12//@1106K纯手动抡博小分队:#O网页链接#在这纷扰的世界，能遇见彼此是一件复杂的事情，这次的合作又给我们带来了许多的幻想和期待,0,0,0,0
待漫天飞花,01月30日22:35,来自小米5X拍人更美, #吴亦凡青簪行#李舒白wyfnjj51kris鲵】，我投给了“#吴亦凡最佳创作歌手#”这个选项，你也快来表态吧~#吴亦凡最佳作词#‖#吴亦凡获跨界影响力奖#‖#吴亦凡李舒白#,0,0,0,0
皮卡卡CC,01月30日22:35,来自Android, 11//@1106K纯手动抡博小分队:#O网页链接#在这纷扰的世界，能遇见彼此是一件复杂的事情，这次的合作又给我们带来了许多的幻想和期待,0,0,0,0
皮卡卡CC,01月30日22:35,来自Android, 10//@1106K纯手动抡博小分队:#O网页链接#在这纷扰的世界，能遇见彼此是一件复杂的事情，这次的合作又给我们带来了许多的幻想和期待,0,0,0,0
Scorpio_jojo,01月30日22:35,来自iPhone客户端, #O网页链接# #O网页链接#我正在#芒果守护榜#为吴亦凡投票，吴亦凡已获得2869972票，排名第4名！VX搜索小程序“芒果守护榜”，一起为TA助力，冲击年度超强排面，赢取大屏、应援金、公益等海量应援资源！​,0,0,0,0
拉拉拉拉拉拉拉2333,01月30日22:35,来自iPhone客户端, 牛皮牛皮！#O网页链接#,0,0,0,0
高贵素丝一枚,01月30日22:35,来自Android, #O网页链接# #O网页链接#我正在#2020年度最佳专辑#为吴亦凡投票，吴亦凡已获得4797813票，排名第4名！VX搜索小程序“最佳专辑”，进入小程序助力，助力爱豆冲击殿堂级唱片！​,0,0,0,1
小二姑娘yy,01月30日22:35,来自OPPOK5, #O网页链接# #O网页链接#我正在#芒果守护榜#为吴亦凡投票，吴亦凡已获得2870247票，排名第4名！VX搜索小程序“芒果守护榜”，一起为TA助力，冲击年度超强排面，赢取大屏、应援金、公益等海量应援资源！​,0,0,0,0
待漫天飞花,01月30日22:35,来自小米5X拍人更美, #吴亦凡青簪行#李舒白wyfnjj51kris鲵】，我投给了“#吴亦凡最佳创作歌手#”这个选项，你也快来表态吧~#吴亦凡最佳作词#‖#吴亦凡获跨界影响力奖#,0,0,0,0
Prejudicearoundyou,01月30日22:35,来自华为手机畅享玩不停, #O网页链接# #O网页链接#我正在#2020年度最佳专辑#为吴亦凡投票，吴亦凡已获得4797791票，排名第4名！VX搜索小程序“最佳专辑”，进入小程序助力，助力爱豆冲击殿堂级唱片！​,0,0,0,0
Puppet素描着你轮廓,01月30日22:36,来自iPhone客户端, #吴亦凡最佳作词#|#吴亦凡最佳创作歌手#恭喜🎉凡凡,0,0,0,0
皮卡卡CC,01月30日22:36,来自Android, 20//@1106K纯手动抡博小分队:#O网页链接#有吴亦凡在就会有不一样的火花，期待着这一场的视觉盛宴吧,0,0,0,0
赫尔特星云,01月30日22:36,来自iPhone, 【#吴亦凡获跨界影响力奖#wyf@Mr_凡先生】，我投给了“吴亦凡李舒白”这个选项，你也快来表态吧~,0,0,0,0
流萤点点点点点点点点,01月30日22:36,来自真我V5闪充奥利给, #O网页链接#哥要发专辑了，这几万可以买多少张了呀！,0,0,0,0
山夔王妃山竹,01月30日22:36,来自Android, 【#央视镜头下的吴亦凡#wyfkrisnjj鲵51】，我投给了“2.@Mr_凡先生”这个，你也快来表态吧~,0,0,0,0
流萤点点点点点点点点,01月30日22:36,来自真我V5闪充奥利给, 【#吴亦凡青簪行#李舒白wyfnjj51kris鲵】，我投给了“#吴亦凡最佳创作歌手#”这个选项，你也快来表态吧~,0,0,0,0
皮卡卡CC,01月30日22:36,来自Android, 22//@1106K纯手动抡博小分队:#O网页链接#这个眼神像是在告诉我们要一直守护着他，不要让他对世界充满失望,0,0,0,0
皮卡卡CC,01月30日22:36,来自Android, 19//@1106K纯手动抡博小分队:#O网页链接#有吴亦凡在就会有不一样的火花，期待着这一场的视觉盛宴吧,0,0,0,0
皮卡卡CC,01月30日22:36,来自Android, 她21//@1106K纯手动抡博小分队:#O网页链接#这个眼神像是在告诉我们要一直守护着他，不要让他对世界充满失望,0,0,0,0
山夔王妃山竹,01月30日22:36,来自Android, 【#吴亦凡获跨界影响力奖#wyf@Mr_凡先生】，我投给了“吴亦凡李舒白”这个，你也快来表态吧~,0,0,0,0
关你peace____,01月30日22:36,来自前后2000万OPPOR11, //@Lollipop_吴亦凡安利博:#O网页链接#烫搜！来加热,0,0,0,0
高贵的干饭路人,01月30日22:36,来自HUAWEIP30, 【#央视镜头下的吴亦凡#wyfkrisnjj鲵51】，我投给了“1.@Mr_凡先生”这个选项，你也快来表态吧~,0,0,0,0
皮卡卡CC,01月30日22:36,来自Android, 26//@1106K纯手动抡博小分队:#O网页链接#我们愿意聆听你所有的故事，也请把你交给我们吧,0,0,0,0
皮卡卡CC,01月30日22:36,来自Android, 25//@1106K纯手动抡博小分队:#O网页链接#我们愿意聆听你所有的故事，也请把你交给我们吧,0,0,0,0
皮卡卡CC,01月30日22:36,来自Android, 24//@1106K纯手动抡博小分队:#O网页链接#我们愿意聆听你所有的故事，也请把你交给我们吧,0,0,0,0
皮卡卡CC,01月30日22:36,来自Android, 23//@1106K纯手动抡博小分队:#O网页链接#这个眼神像是在告诉我们要一直守护着他，不要让他对世界充满失望,0,0,0,0
极光海aurora,01月30日22:37,来自Android, //@BABYCHERRY_吴亦凡资源博:#O网页链接#再次恭喜小凡获得「跨界影响力」奖项！跨界不止，热爱不息#吴亦凡获跨界影响力奖#,0,0,0,0
高贵的干饭路人,01月30日22:37,来自HUAWEIP30, #合成吴亦凡#打不开​,0,0,23,1
极光海aurora,01月30日22:37,来自Android, //@吴亦凡Kris全球后援会:#O网页链接#恭喜获得「跨界影响力」奖项🏆#吴亦凡获跨界影响力奖#,0,0,0,0
逸辰溪,01月30日22:37,来自魅族16X轻奢旗舰, 我参与了@拉斯维加斯嘉丽发起的【#吴亦凡获跨界影响力奖#wyf@Mr_凡先生】，我投给了“吴亦凡李舒白”，你也快来表态吧~,0,0,0,0
李舒白的小可爱,01月30日22:37,来自iPhone客户端, 我参与了@Lollipop_吴亦凡安利博【#央视镜头下的吴亦凡#wyfkrisnjj鲵51】，我投给了“1.@Mr_凡先生”这个选项，你也快来表态吧~,0,0,0,0
空心有节JRDD,01月30日22:37,来自iPhone客户端, 我参与了@拉斯维加斯嘉丽发起的【#吴亦凡获跨界影响力奖#wyf@Mr_凡先生】，我投给了“吴亦凡李舒白”这个，你也快来表态吧~,0,0,0,0
疯一样的女子666666,01月30日22:37,来自Android, #吴亦凡#,0,0,0,0
你一个人的教徒,01月30日22:37,来自Android, #O网页链接#赛车手吴亦凡🏆@Mr_凡先生,0,0,0,0
空心有节JRDD,01月30日22:37,来自iPhone客户端, 我参与了@诚肉肉发起的【#吴亦凡青簪行#李舒白wyfnjj51kris鲵】，我投给了“#吴亦凡最佳创作歌手#”这个，你也快来表态吧~,0,0,0,0
宇宙飞行凡,01月30日22:38,来自iPhone客户端, 【#央视镜头下的吴亦凡#wyfkrisnjj鲵51】，我投给了“2.@Mr_凡先生”这个选项，你也快来表态吧~,0,0,0,0
素丝路过,01月30日22:38,来自HUAWEIP20, #O网页链接# #O网页链接#我正在#芒果守护榜#为吴亦凡投票，吴亦凡已获得2871732票，排名第4名！VX搜索小程序“芒果守护榜”，一起为TA助力，冲击年度超强排面，赢取大屏、应援金、公益等海量应援资源！​,0,0,0,0
随和的好运,01月30日22:38,来自华为P9手机摄影再突破, 我参与了@Lollipop_吴亦凡安利博发起的【#央视镜头下的吴亦凡#wyfkrisnjj鲵51】，我投给了“2.@Mr_凡先生”这个选项，你也快来表态吧~,0,0,0,0
Chicago的豆姨,01月30日22:38,来自iPhone, 我参与了@Lollipop_吴亦凡安利博发起的投票【#央视镜头下的吴亦凡#wyfkrisnjj鲵51】，我投给了“1.@Mr_凡先生”这个选项，你也快来表态吧~,0,0,0,0
帝国第一Alpha_WM,01月30日22:38,来自iPhone客户端, 【#吴亦凡获跨界影响力奖#wyf@Mr_凡先生】，我投给了“吴亦凡李舒白”这个，你也快来表态吧~,0,0,0,0
SpyHarvard,01月30日22:38,来自Android, #O网页链接#合成一个小凡凡！哈哈哈哈哈哈太可爱了​,0,1,9,7
瓶仔07007,01月30日22:38,来自华为畅享10, #O网页链接#我正在#芒果守护榜#为吴亦凡投票，吴亦凡已获得2871415票，排名第4名！VX搜索小程序“芒果守护榜”，一起为TA助力，冲击年度超强排面，赢取大屏、应援金、公益等海量应援资源！​,0,0,0,0
鱼沉深海i1994,01月30日22:38,来自HUAWEIP30Pro, #反复看都心动的颜值#我喜欢吴亦凡​,0,0,0,0
你一个人的教徒,01月30日22:38,来自Android, #O网页链接#啥时候秀一下乒乓球//@Mr_凡先生:两招哪里够要学就学透//@小个邓亚萍:@Mr_凡先生帅小伙儿又会赛车又会篮球，什么时候约场乒乓球，我教你两招？,0,0,0,0
宇宙飞行凡,01月30日22:38,来自iPhone客户端, 【#央视镜头下的吴亦凡#wyfkrisnjj鲵51】，我投给了“1.@Mr_凡先生”这个选项，你也快来表态吧~,0,0,0,0
极光海aurora,01月30日22:38,来自Android, //@BABYCHERRY_吴亦凡资源博:#O网页链接#单押x2！来吧展示！//@Mr_凡先生:两招哪里够要学就学透//@小个邓亚萍:@Mr_凡先生帅小伙儿又会赛车又会篮球，什么时候约场乒乓球，我教你两招？,0,0,0,0
婷婷_窝外拓鸭鸭鸭,01月30日22:39,来自小米10Pro, #O网页链接#我正在#芒果守护榜#为吴亦凡投票，吴亦凡已获得2872529票，排名第4名！VX搜索小程序“芒果守护榜”，一起为TA助力，冲击年度超强排面，赢取大屏、应援金、公益等海量应援资源！​,0,0,0,0
别烦老子了滚远点,01月30日22:39,来自iPhone客户端, //@吴亦凡图片视频:#O网页链接#210129中国歌曲TOP排行榜颁奖晚会吴亦凡全CUT,0,0,0,0
曼塔很可,01月30日22:39,来自iPhoneXS, 我参与了@Lollipop_吴亦凡安利博发起的【#央视镜头下的吴亦凡#wyfkrisnjj鲵51】，我投给了“1.@Mr_凡先生”这个选项，你也快来表态吧~,0,0,0,0
你一个人的教徒,01月30日22:39,来自Android, #O网页链接# #吴亦凡最佳创作歌手#555这个眼镜戴得我直接没了@Mr_凡先生,0,0,0,1
边想的秋天晶006,01月30日22:39,来自Android, 【#央视镜头下的吴亦凡#wyfkrisnjj鲵51】，我投给了“2.@Mr_凡先生”这个，你也快来表态吧~,0,0,0,0
曼塔很可,01月30日22:39,来自iPhoneXS, 我参与了@Lollipop_吴亦凡安利博发起的【#央视镜头下的吴亦凡#wyfkrisnjj鲵51】，我投给了“1.@Mr_凡先生”这个，你也快来表态吧~,0,0,0,0
快乐在心就好,01月30日22:39,来自华为手机畅享玩不停, #O网页链接#我正在#明星花园#为吴亦凡打榜，吴亦凡现在排行第1名！wx搜索小程序“明星花园”，立即开启属于你的‘花花世界’，与更多小伙伴为爱豆解锁更多应援福利！​,0,0,0,0
仙人掌jar,01月30日22:39,来自OPPOReno55G, 【#吴亦凡获跨界影响力奖#wyf@Mr_凡先生】，我投给了“吴亦凡李舒白”这个选项，你也快来表态吧~,0,0,0,0
边想的秋天晶006,01月30日22:39,来自Android, 【#吴亦凡获跨界影响力奖#wyf@Mr_凡先生】，我投给了“吴亦凡李舒白”这个，你也快来表态吧~,0,0,0,0
7458651457_734,01月30日22:39,来自华为手机, #O网页链接#我正在#RingMe一环#记录#吴亦凡#的美好时光。每年365个的日夜，Ta已有189个重要事件被3966位粉丝一同铭记。快来加入我们，今后的时光，让我们相伴前行，为Ta记录每一份热爱。#RingMe一环#为蓝色光标旗下沉浸式追星分享互动平台，明星事件全记录，粉圈动态全搜罗，定制属于每个粉丝群体的专属追星乐园。v/x搜索【RingMe一环】。@RingMe一环  ,0,0,0,0
panpan心情,01月30日22:39,来自Android, #O网页链接#晚安～💕分享@Mr_凡先生的歌曲O网页链接​,0,0,0,0
曼塔很可,01月30日22:39,来自iPhoneXS, 我参与了@拉斯维加斯嘉丽发起的【#吴亦凡获跨界影响力奖#wyf@Mr_凡先生】，我投给了“吴亦凡李舒白”这个选项，你也快来表态吧~,0,0,0,0
仙人掌jar,01月30日22:39,来自OPPOReno55G, 我参与了@Lollipop_吴亦凡安利博发起的投票【#央视镜头下的吴亦凡#wyfkrisnjj鲵51】，我投给了“1.@Mr_凡先生”这个选项，你也快来表态吧~,0,0,0,0
快乐在心就好,01月30日22:40,来自华为手机畅享玩不停, #O网页链接#吴亦凡穿搭太好看了,0,0,0,0
鲵小baby,01月30日22:40,来自OPPO超视野全面屏R15, 怎么了这个世界？现在的微博小透明骂人都这么没逻辑了？？？麻烦看清楚，我喜欢吴亦凡肖战鹿晗朱一龙王耶啵陈飞宇古天乐刘德华吴彦祖，麻烦那种磕真人cp离我远一点，磕都磕到真人cp了简直没脑子，麻烦多看看姨太好吗2湘潭​,0,0,0,1
KrisWuMyanmar,01月30日22:40,来自三星android智能手机, #O网页链接# #O网页链接#我正在#芒果守护榜#为吴亦凡投票，吴亦凡已获得2872716票，排名第4名！VX搜索小程序“芒果守护榜”，一起为TA助力，冲击年度超强排面，赢取大屏、应援金、公益等海量应援资源！​,0,0,0,0
慢慢懂_njzxwx,01月30日22:40,来自iPhone客户端, 【#央视镜头下的吴亦凡#wyfkrisnjj鲵51】，我投给了“2.@Mr_凡先生”这个，你也快来表态吧~,0,0,0,0
花城道乐,01月30日22:40,来自小米10," 我为@Mr_凡先生贡献星光，#吴亦凡#疯狂艾特@腾讯视频,快送我去#星光大赏#现场为爱豆打call！O星光大赏星光能量榜​",0,0,0,0
贰叁鲵,01月30日22:41,来自iPhone客户端, #O网页链接#我正在#2020年度最佳专辑#为吴亦凡投票，吴亦凡已获得4799669票，排名第4名！VX搜索小程序“最佳专辑”，进入小程序助力，助力爱豆冲击殿堂级唱片！​,0,0,0,0
咕小叽呱,01月30日22:41,来自小米Play自带流量, 【#央视镜头下的吴亦凡#wyfkrisnjj鲵51】，我投给了“1.@Mr_凡先生”，你也快来表态吧~,0,0,0,0
啾一口小胖脸,01月30日22:41,来自Android, #O网页链接# #O网页链接#我正在#2020年度最佳专辑#为吴亦凡投票，吴亦凡已获得4799731票，排名第4名！VX搜索小程序“最佳专辑”，进入小程序助力，助力爱豆冲击殿堂级唱片！​,0,0,0,0
Miou-o,01月30日22:41,来自HUAWEIMate30Pro, #O网页链接#我正在#2020年度最佳专辑#为吴亦凡投票，吴亦凡已获得4799720票，排名第4名！VX搜索小程序“最佳专辑”，进入小程序助力，助力爱豆冲击殿堂级唱片！​,0,0,0,0
FAN橘荼mo,01月30日22:41,来自nova7SE5G你在焦点在, #O网页链接#我正在#2020年度最佳专辑#为吴亦凡投票，吴亦凡已获得4799565票，排名第4名！VX搜索小程序“最佳专辑”，进入小程序助力，助力爱豆冲击殿堂级唱片！​​​,0,0,0,0
K藏宗WFFF,01月30日22:41,来自荣耀X105G, 投票【#央视镜头下的吴亦凡#wyfkrisnjj鲵51】，我投给了“1.@Mr_凡先生”，你也快来表态吧~,0,0,0,0
HelloActorWu-Vietnam,01月30日22:41,来自iPhone, 我参与了@拉斯维加斯嘉丽发起的投票【#吴亦凡获跨界影响力奖#wyf@Mr_凡先生】，我投给了“吴亦凡李舒白”这个选项，你也快来表态吧~,0,0,0,0
7458651457_734,01月30日22:41,来自华为手机, #O网页链接#我正在#爱豆生日汇#为#吴亦凡#打榜助力，Ta本月累计获得3703093朵应援花，排名第16！#爱豆生日汇#是一站式应援服务平台，拥有丰富真实的线上/线下投放资源。v/x搜索【爱豆生日汇】，加入打榜集结队伍，即可为Ta登顶榜单，赢取海量应援资源。@爱豆生日汇​,0,0,0,0
以凡为名的光芒,01月30日22:41,来自iPhone客户端, //@吴亦凡吧-KrisBar:#O网页链接#一面人生，一曲欢乐，音乐人@Mr_凡先生借《大碗宽面》传递欢乐态度，与你一起侠义江湖,0,0,0,0
秀妍秀妍秀妍秀妍秀妍秀妍,01月30日22:41,来自iPhone客户端, #吴亦凡获跨界影响力奖#//@豆沙BBQ:#吴亦凡获跨界影响力奖#是优秀的全能艺人吴亦凡@Mr_凡先生,0,0,0,0
奥利奥拖拉机拉夫斯基,01月30日22:42,来自iPhone11, 【#央视镜头下的吴亦凡#wyfkrisnjj鲵51】，我投给了“1.@Mr_凡先生”,0,0,0,0
小饭生活日记,01月30日22:42,来自今天也是赞美吴亦凡的一天超话, 今天也是赞美吴亦凡的一天L乌鱼饭今天开不开心的微博视频​,0,0,0,0
